file,frame_index,expected_count,camera_counts,fused_count,count_match,cluster_id,evidence_count,mean_x,mean_y,mean_radius,members
100cm_1灯.csv,196,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,197,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,198,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,199,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,200,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,201,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,202,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,203,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,204,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,205,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,206,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,207,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,208,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,209,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,210,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,211,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,212,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,213,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,214,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,215,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,216,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,217,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,218,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,219,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,220,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,221,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,222,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,223,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,224,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,225,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
