I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19
29.329449,23.746973,584.775513,23.446396,-65.161781,10.270553,23.240059,464.704468,-54.471924,-109.440620,29.329449,22.050886,584.775513,30.569962,-28.695620,10.270553,23.367619,464.704468,-55.007675,-91.729012
24.968216,23.844641,557.299744,4.719016,-64.543816,14.631786,22.761396,492.180267,-34.144360,-113.911903,24.968216,22.417244,557.299744,10.714082,-27.292583,14.631786,24.383718,492.180267,-40.958115,-97.092575
24.968216,24.290609,557.299744,2.845948,-64.171135,14.631786,23.239498,492.180267,-36.152390,-118.646149,24.968216,22.256187,557.299744,11.390519,-25.800968,14.631786,23.849604,492.180267,-38.714832,-102.162376
16.734034,24.564434,505.424408,-32.887680,-68.477852,25.265966,23.147053,559.175598,8.899437,-117.480743,16.734034,22.543299,505.424408,-24.398912,-28.996065,25.265966,23.907656,559.175598,5.704905,-101.415306
16.734034,24.732563,505.424408,-33.593822,-72.877045,25.265966,22.704290,559.175598,10.759039,-116.071823,16.734034,22.719585,505.424408,-25.139317,-32.288116,25.265966,23.943300,559.175598,5.555198,-100.687843
26.298481,23.291794,565.680420,12.628085,-71.223366,15.701519,23.204433,498.919556,-31.512239,-120.198425,26.298481,22.441826,565.680420,16.197950,-30.166956,15.701519,23.579185,498.919556,-33.086197,-105.020561
26.298481,23.565161,565.680420,11.479944,-69.720039,15.701519,23.125523,498.919556,-31.180813,-124.281624,26.298481,22.657282,565.680420,15.293036,-28.164295,15.701519,23.355619,498.919556,-32.147221,-109.230316
9.536016,24.119009,460.076904,-61.248569,-77.740685,32.463985,22.691071,604.523132,41.046242,-118.906517,9.536016,23.175571,460.076904,-57.286133,-35.666054,32.463985,23.990351,604.523132,35.589264,-104.569817
9.536016,24.459072,460.076904,-62.676834,-85.948364,32.463985,23.196318,604.523132,38.924202,-113.809303,9.536016,23.107801,460.076904,-57.001499,-43.130535,32.463985,23.994076,604.523132,35.573620,-99.911369
24.210373,25.053871,552.525391,-3.542692,-86.412292,17.789627,24.278540,512.074646,-27.253431,-117.378197,24.210373,21.908190,552.525391,9.669168,-41.864334,17.789627,23.224363,512.074646,-22.825891,-102.900475
