I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19
-3.564013,0.049699,-15.177587,-208.902908,0.000000,-6.035988,-2.625294,-14.324913,-312.944794,0.000000,-8.364013,-1.134327,-30.364677,-635.368774,0.000000,-1.235988,-0.558822,-2.844095,-105.569359,0.000000
-8.086544,0.030515,-34.091644,-213.367294,0.000000,-1.513457,-1.997931,2.034790,-312.678345,0.000000,-12.886543,-0.696477,-51.198277,-642.073303,0.000000,3.286543,-0.343117,15.244572,-103.573051,0.000000
-8.086544,0.018736,-34.042175,-217.825195,0.000000,-1.513457,-1.612729,0.416945,-312.623749,0.000000,-12.886543,-0.041637,-53.948605,-649.138000,0.000000,3.286543,-0.210674,14.688312,-101.649582,0.000000
-5.041542,0.011504,-21.222794,-220.604370,0.000000,-4.558458,-0.990216,-14.986618,-314.586273,0.000000,-9.841542,-0.025565,-41.227100,-654.536743,0.000000,0.241542,-0.129354,1.557761,-101.445587,0.000000
-5.041542,0.007063,-21.204142,-223.381104,0.000000,-4.558458,-0.607993,-16.591955,-316.759033,0.000000,-9.841542,0.370303,-42.889748,-660.153198,0.000000,0.241542,-0.079423,1.348053,-101.269051,0.000000
-5.702576,0.004337,-23.969032,-226.519913,0.000000,-3.897425,-0.373307,-14.801291,-318.697266,0.000000,-10.502576,0.227366,-45.065754,-666.054688,0.000000,0.902575,-0.048766,3.995633,-100.745819,0.000000
-5.702576,0.002663,-23.962002,-229.657791,0.000000,-3.897425,0.156789,-17.027699,-320.927094,0.000000,-10.502576,0.139603,-44.697147,-671.907959,0.000000,0.902575,-0.029942,3.916574,-100.232933,0.000000
-5.426640,0.387635,-24.419954,-232.855637,0.000000,-4.173360,0.096269,-17.932442,-323.275391,0.000000,-10.226641,0.085716,-43.311897,-677.579712,0.000000,0.626640,-0.018385,2.709102,-99.878174,0.000000
-5.426640,0.238008,-23.791521,-235.971191,0.000000,-4.173360,0.059109,-17.776369,-325.603271,0.000000,-10.226641,0.052630,-43.172932,-683.233337,0.000000,0.626640,-0.011288,2.679297,-99.527321,0.000000
-5.804720,0.146137,-24.993597,-239.244171,0.000000,-3.795280,0.036293,-16.092607,-327.710602,0.000000,-10.604720,0.032315,-44.675541,-689.083740,0.000000,1.004720,-0.006931,4.248933,-98.970909,0.000000
-5.804720,0.089728,-24.756680,-242.486099,0.000000,-3.795280,0.022284,-16.033770,-329.810272,0.000000,-10.604720,0.019841,-44.623154,-694.927246,0.000000,1.004720,-0.004256,4.237696,-98.415970,0.000000
-5.526229,0.055093,-23.441549,-245.555832,0.000000,-4.073771,0.013682,-17.167305,-332.058380,0.000000,-10.326229,0.012182,-43.421326,-700.613342,0.000000,0.726229,-0.002613,3.061135,-98.015114,0.000000
-5.526229,0.033827,-23.352236,-248.613876,0.000000,-4.073771,0.008401,-17.145123,-334.303558,0.000000,-10.326229,0.007480,-43.401573,-706.296875,0.000000,0.726229,-0.001604,3.056899,-97.614807,0.000000
-5.711814,0.020770,-24.076853,-251.766785,0.000000,-3.888186,0.005158,-16.352045,-336.444916,0.000000,-10.511814,0.004593,-44.168907,-712.080872,0.000000,0.911814,-0.000985,3.833757,-97.112770,0.000000
-5.711814,0.012753,-24.043180,-254.915298,0.000000,-3.888186,0.003167,-16.343683,-338.585175,0.000000,-10.511814,0.002820,-44.161461,-717.863953,0.000000,0.911814,-0.000605,3.832160,-96.610939,0.000000
-5.402294,0.007830,-22.722521,-257.890869,0.000000,-4.197706,0.001945,-17.638533,-340.894958,0.000000,-10.202294,0.001731,-42.856907,-723.476135,0.000000,0.602294,-0.000371,2.531193,-96.279472,0.000000
